UserId,Passed,Education,Name,Sex,Age,Sibling,Parent,IdCard,Placetest,Passport,English
335,1,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",female,23,1,0,345433,98,,I
336,0,3,"Denkoff, Mr. Mitto",male,15,0,0,349225,76,,A
337,0,1,"Pears, Mr. Thomas Clinton",male,29,1,1,113776,77,C2,A
338,1,1,"Burns, Miss. Elizabeth Margaret",female,41,0,0,16966,65,E40,A
339,1,3,"Dahl, Mr. Karl Edwart",male,45,0,1,7598,58,,B
340,0,1,"Blackwell, Mr. Stephen Weart",male,45,0,0,113784,79,T,I
341,1,2,"Navratil, Master. Edmond Roger",male,22,1,1,230080,88,F2,I
342,1,1,"Fortune, Miss. Alice Elizabeth",female,24,3,2,19950,77,C23 C25 C27,B
343,0,2,"Collander, Mr. Erik Gustaf",male,28,0,2,248740,66,,B
344,0,2,"Sedgwick, Mr. Charles Frederick Waddington",male,25,0,0,244361,55,,B
345,0,2,"Fox, Mr. Stanley Hubert",male,36,0,0,229236,66,,I
346,1,2,"Brown, Miss. Amelia ""Mildred""",female,24,0,2,248733,77,F33,B
347,1,2,"Smith, Miss. Marion Elsie",female,40,0,1,31418,88,,A
348,1,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",female,22,1,0,386525,99,,A
349,1,3,"Coutts, Master. William Loch ""William""",male,23,1,1,67890,45,,B
350,0,3,"Dimic, Mr. Jovan",male,42,0,0,315088,55,,B
351,0,3,"Odahl, Mr. Nils Martin",male,23,0,0,7267,66,,I
352,0,1,"Williams-Lambert, Mr. Fletcher Fellows",male,33,0,0,113510,77,C128,I
353,0,3,"Elias, Mr. Tannous",male,15,1,2,2695,88,,A
354,0,3,"Arnold-Franchi, Mr. Josef",male,25,1,0,349237,99,,A
355,0,3,"Yousif, Mr. Wazli",male,20,0,0,2647,55,,B
356,0,3,"Vanden Steen, Mr. Leo Peter",male,28,0,0,345783,66,,B
357,1,1,"Bowerman, Miss. Elsie Edith",female,22,0,1,113505,77,E33,B
358,0,2,"Funk, Miss. Annie Clemmer",female,38,0,0,237671,88,,B
359,1,3,"McGovern, Miss. Mary",female,20,0,0,330931,99,,B
360,1,3,"Mockler, Miss. Helen Mary ""Ellie""",female,21,0,0,330980,66,,B
361,0,3,"Skoog, Mr. Wilhelm",male,40,1,2,347088,77,,I
362,0,2,"del Carlo, Mr. Sebastiano",male,29,1,0,4466890,66,,I
363,0,3,"Barbara, Mrs. (Catherine David)",female,45,0,1,2691,55,,A
364,0,3,"Asim, Mr. Adola",male,35,0,0,3456789,66,,A
365,0,3,"O'Brien, Mr. Thomas",male,20,1,0,370365,67,,B
366,0,3,"Adahl, Mr. Mauritz Nils Martin",male,30,0,0,34567,55,,B
367,1,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",female,60,1,2,110813,67,D37,I
368,1,3,"Moussa, Mrs. (Mantoura Boulos)",female,21,0,0,2626,89,,B
369,1,3,"Jermyn, Miss. Annie",female,20,0,0,14313,67,,I
370,1,1,"Aubart, Mme. Leontine Pauline",female,24,0,2,567890,56,B35,A
371,1,1,"Harder, Mr. George Achilles",male,25,1,0,11765,56,E50,B
372,0,3,"Wiklund, Mr. Jakob Alfred",male,18,1,0,3101267,45,,I
373,0,3,"Beavan, Mr. William Thomas",male,19,0,0,323951,67,,A
374,0,1,"Ringhini, Mr. Sante",male,22,0,0,456784,89,,B
375,0,3,"Palsson, Miss. Stina Viola",female,23,3,1,349909,99,,I
376,1,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",female,22,1,0,7832123,89,,A
377,1,3,"Landergren, Miss. Aurora Adelia",female,22,0,0,67890,89,,A
378,0,1,"Widener, Mr. Harry Elkins",male,27,0,2,113503,79,C82,B
379,0,3,"Betros, Mr. Tannous",male,20,0,0,2648,68,,I
380,0,3,"Gustafsson, Mr. Karl Gideon",male,19,0,0,347069,57,,A
381,1,1,"Bidois, Miss. Rosalie",female,42,0,0,4567533,68,,A
382,1,3,"Nakid, Miss. Maria (""Mary"")",female,21,0,2,2653,45,,A
383,0,3,"Tikkanen, Mr. Juho",male,32,0,0,67899,99,,A
384,1,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",female,35,1,0,113789,77,,A
385,0,3,"Plotcharsky, Mr. Vasil",male,20,0,0,349227,66,,B
386,0,2,"Davies, Mr. Charles Henry",male,18,0,0,46784,55,,I
387,0,3,"Goodwin, Master. Sidney Leonard",male,21,5,2,123646,66,,I
388,1,2,"Buss, Miss. Kate",female,36,0,0,27849,77,,B
389,0,3,"Sadlier, Mr. Matthew",male,20,0,0,367655,88,,B
390,1,2,"Lehmann, Miss. Bertha",female,17,0,0,7812356,44,,B
391,1,1,"Carter, Mr. William Ernest",male,36,1,2,113760,55,B96 B98,I
392,1,3,"Jansson, Mr. Carl Olof",male,21,0,0,350034,66,,B
393,0,3,"Gustafsson, Mr. Johan Birger",male,28,2,0,3101277,77,,B
394,1,1,"Newell, Miss. Marjorie",female,23,1,0,35273,88,D36,I
395,1,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",female,24,0,2,76479,44,G6,A
396,0,3,"Johansson, Mr. Erik",male,22,0,0,350052,55,,A
397,0,3,"Olsson, Miss. Elina",female,31,0,0,350407,77,,A
398,0,2,"McKane, Mr. Peter David",male,46,0,0,28403,88,,B
399,0,2,"Pain, Dr. Alfred",male,23,0,0,244278,99,,B
400,1,2,"Trout, Mrs. William H (Jessie L)",female,28,0,0,240929,88,,I
401,1,3,"Niskanen, Mr. Juha",male,39,0,0,4584323,77,,I
402,0,3,"Adams, Mr. John",male,26,0,0,341826,66,,I
403,0,3,"Jussila, Miss. Mari Aina",female,21,1,0,4137,55,,B
404,0,3,"Hakkarainen, Mr. Pekka Pietari",male,28,1,0,78123,44,,I
405,0,3,"Oreskovic, Miss. Marija",female,20,0,0,315096,66,,A
406,0,2,"Gale, Mr. Shadrach",male,34,1,0,28664,77,,B
407,0,3,"Widegren, Mr. Carl/Charles Peter",male,51,0,0,347064,90,,I
408,1,2,"Richards, Master. William Rowe",male,23,1,1,29106,89,,B
409,1,3,"Birkeland, Mr. Hans Martin Monsen",male,21,0,0,312992,80,,A
410,0,3,"Lefebre, Miss. Ida",female,20,3,1,4133,70,,A
411,0,3,"Sdycoff, Mr. Todor",male,20,0,0,349222,60,,B
412,0,3,"Hart, Mr. Henry",male,20,0,0,394140,50,,B
413,1,1,"Minahan, Miss. Daisy E",female,33,1,0,19928,40,C78,I
414,0,2,"Cunningham, Mr. Alfred Fleming",male,20,0,0,239853,45,,A
415,1,3,"Sundman, Mr. Johan Julian",male,44,0,0,321567,46,,A
416,0,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,22,0,0,343095,47,,A
417,1,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,34,1,1,28220,48,,B
418,1,2,"Silven, Miss. Lyyli Karoliina",female,18,0,2,250652,48,,B
419,0,2,"Matthews, Mr. William John",male,30,0,0,28228,56,,I
420,0,3,"Van Impe, Miss. Catharina",female,10,0,2,345773,57,,A
421,0,3,"Gheorgheff, Mr. Stanio",male,22,0,0,349254,58,,A
422,0,3,"Charters, Mr. David",male,21,0,0,2638890,59,,A
423,0,3,"Zimmerman, Mr. Leo",male,29,0,0,315082,67,,B
424,0,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,28,1,1,347080,68,,B
425,0,3,"Rosblom, Mr. Viktor Richard",male,18,1,1,370129,69,,I
426,0,3,"Wiseman, Mr. Phillippe",male,22,0,0,347567,78,,I
427,1,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,28,1,0,2003,40,,I
428,1,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19,0,0,250655,59,,I
429,0,3,"Flynn, Mr. James",male,20,0,0,364851,67,,A
430,1,3,"Pickard, Mr. Berk (Berk Trembisky)",male,32,0,0,34901122,89,E10,B
431,1,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",male,28,0,0,110564,90,C52,I
432,1,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,21,1,0,376564,56,,A
433,1,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,42,1,0,565758,78,,B
434,0,3,"Kallio, Mr. Nikolai Erland",male,17,0,0,348979,78,,B
435,0,1,"Silvey, Mr. William Baird",male,50,1,0,13507,67,E44,I
436,1,1,"Carter, Miss. Lucile Polk",female,14,1,2,113760,56,B96 B98,I
437,0,3,"Ford, Miss. Doolina Margaret ""Daisy""",female,21,2,2,668890,78,,I
438,1,2,"Richards, Mrs. Sidney (Emily Hocking)",female,24,2,2,29106,99,,B
439,0,1,"Fortune, Mr. Mark",male,64,1,2,19950,45,C23 C25 C27,I
440,0,2,"Kvillner, Mr. Johan Henrik Johannesson",male,31,0,0,443355,67,,A
441,1,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,45,1,1,778890,78,,B
442,0,3,"Hampe, Mr. Leon",male,20,0,0,345769,90,,I
443,0,3,"Petterson, Mr. Johan Emil",male,25,1,0,347076,56,,B
444,1,2,"Reynaldo, Ms. Encarnacion",female,28,0,0,230434,78,,I
445,1,3,"Johannesen-Bratthammer, Mr. Bernt",male,22,0,0,65306,90,,A
446,1,1,"Dodge, Master. Washington",male,16,0,2,33638,34,A34,A
447,1,2,"Mellinger, Miss. Madeleine Violet",female,13,0,1,250644,56,,B
448,1,1,"Seward, Mr. Frederic Kimber",male,34,0,0,113794,67,,B
449,1,3,"Baclini, Miss. Marie Catherine",female,23,2,1,2666,89,,I
450,1,1,"Peuchen, Major. Arthur Godfrey",male,52,0,0,113786,78,C104,B
451,0,2,"West, Mr. Edwy Arthur",male,36,1,2,562345,67,,I
452,0,3,"Hagland, Mr. Ingvald Olai Olsen",male,20,1,0,65303,58,,A
453,0,1,"Foreman, Mr. Benjamin Laventall",male,30,0,2,113051,89,C111,B
454,1,1,"Goldenberg, Mr. Samuel L",male,49,1,0,17453,89,C92,I
455,0,3,"Peduzzi, Mr. Joseph",male,20,0,0,561321,89,,A
456,1,3,"Jalsevac, Mr. Ivan",male,29,0,0,349240,56,,B
457,0,1,"Millet, Mr. Francis Davis",male,65,0,2,13509,57,E38,I
458,1,1,"Kenyon, Mrs. Frederick R (Marion)",female,20,1,0,17464,68,D21,A
459,1,2,"Toomey, Miss. Ellen",female,50,0,0,124356,68,,A
460,0,3,"O'Connor, Mr. Maurice",male,20,0,0,371060,78,,B
461,1,1,"Anderson, Mr. Harry",male,48,0,0,19952,89,E12,I
462,0,3,"Morley, Mr. William",male,34,0,0,364506,67,,A
463,0,1,"Gee, Mr. Arthur H",male,47,0,0,111320,56,E63,I
464,0,2,"Milling, Mr. Jacob Christian",male,48,0,0,234360,57,,I
465,0,3,"Maisner, Mr. Simon",male,21,0,0,664478,58,,I
466,0,3,"Goncalves, Mr. Manuel Estanslas",male,38,0,0,56367,89,,I
467,0,2,"Campbell, Mr. William",male,20,0,0,239853,90,,A
468,0,1,"Smart, Mr. John Montgomery",male,56,0,0,113792,80,,B
469,0,3,"Scanlan, Mr. James",male,21,0,0,36209,78,,I
470,1,3,"Baclini, Miss. Helene Barbara",female,20,2,1,2666,67,,B
471,0,3,"Keefe, Mr. Arthur",male,20,0,0,323592,56,,B
472,0,3,"Cacic, Mr. Luka",male,38,0,0,315089,68,,I
473,1,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,33,1,2,78965,89,,I
474,1,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,23,0,0,34567,67,D,B
475,0,3,"Strandberg, Miss. Ida Sofia",female,22,0,0,7553,56,,B
476,0,1,"Clifford, Mr. George Quincy",male,22,0,0,110465,67,A14,B
477,0,2,"Renouf, Mr. Peter Henry",male,34,1,0,31027,89,,I
478,0,3,"Braund, Mr. Lewis Richard",male,29,1,0,3460,34,,B
479,0,3,"Karlsson, Mr. Nils August",male,22,0,0,350060,67,,B
480,1,3,"Hirvonen, Miss. Hildur E",female,22,0,1,3101298,56,,I
481,0,3,"Goodwin, Master. Harold Victor",male,29,5,2,434567,45,,A
482,0,2,"Frost, Mr. Anthony Wood ""Archie""",male,20,0,0,239854,58,,A
483,0,3,"Rouse, Mr. Richard Henry",male,50,0,0,67890,89,,A
484,1,3,"Turkula, Mrs. (Hedwig)",female,63,0,0,4134,90,,B
485,1,1,"Bishop, Mr. Dickinson H",male,25,1,0,11967,58,B49,B
486,0,3,"Lefebre, Miss. Jeannie",female,20,3,1,4133,56,,I
487,1,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",female,35,1,0,19943,78,C93,I
488,0,1,"Kent, Mr. Edward Austin",male,58,0,0,11771,90,B37,I
489,0,3,"Somerton, Mr. Francis William",male,30,0,0,124690,56,,B
490,1,3,"Coutts, Master. Eden Leslie ""Neville""",male,29,1,1,3345678,78,,B
491,0,3,"Hagland, Mr. Konrad Mathias Reiersen",male,20,1,0,65304,90,,I
492,0,3,"Windelov, Mr. Einar",male,21,0,0,2342567,34,,I
493,0,1,"Molson, Mr. Harry Markland",male,55,0,0,113787,67,C30,I
494,0,1,"Artagaveytia, Mr. Ramon",male,71,0,0,77890,56,,B
495,0,3,"Stanley, Mr. Edward Roland",male,21,0,0,446444,45,,I
496,0,3,"Yousseff, Mr. Gerious",male,20,0,0,2627,89,,A
497,1,1,"Eustis, Miss. Elizabeth Mussey",female,54,1,0,36947,90,D20,S
498,0,3,"Shellard, Mr. Frederick William",male,23,0,0,54678,80,,A
499,0,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",female,25,1,2,113781,78,C22 C26,I
500,0,3,"Svensson, Mr. Olof",male,24,0,2,350035,78,,I
501,0,3,"Calic, Mr. Petar",male,17,0,0,315086,99,,A
502,0,3,"Canavan, Miss. Mary",female,21,0,0,364846,45,,B
503,0,3,"O'Sullivan, Miss. Bridget Mary",female,25,0,0,330909,56,,B
504,0,3,"Laitinen, Miss. Kristina Sofia",female,37,0,0,4135,78,,I
505,1,1,"Maioni, Miss. Roberta",female,16,0,0,110152,90,B79,B
506,0,1,"Penasco y Castellana, Mr. Victor de Satode",male,18,1,0,236789,56,C65,A
507,1,2,"Quick, Mrs. Frederick Charles (Jane Richards)",female,33,0,2,26360,68,,A
508,1,1,"Bradley, Mr. George (""George Arthur Brayton"")",male,20,0,0,111427,89,,B
509,0,3,"Olsen, Mr. Henry Margido",male,28,0,0,54567,67,,B
510,1,3,"Lang, Mr. Fang",male,26,0,0,1601,56,,I
511,1,3,"Daly, Mr. Eugene Patrick",male,29,0,0,382651,67,,I
512,0,3,"Webber, Mr. James",male,20,0,0,5578,89,,A
513,1,1,"McGough, Mr. James Robert",male,36,0,0,45123,34,E25,A
514,1,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",female,54,1,0,67845,46,,B
515,0,3,"Coleff, Mr. Satio",male,24,0,0,349209,47,,B
516,0,1,"Walker, Mr. William Anderson",male,47,0,0,36967,48,D46,B
517,1,2,"Lemore, Mrs. (Amelia Milley)",female,34,0,0,453456,48,F33,A
518,0,3,"Ryan, Mr. Patrick",male,23,0,0,371110,56,,B
519,1,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,36,1,0,226875,57,,I
520,0,3,"Pavlovic, Mr. Stefo",male,32,0,0,349242,58,,A
521,1,1,"Perreault, Miss. Anne",female,30,0,0,12749,59,B73,A
522,0,3,"Vovk, Mr. Janko",male,22,0,0,349252,67,,B
523,0,3,"Lahoud, Mr. Sarkis",male,23,0,0,2624,68,,I
524,1,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",female,44,0,2,111361,69,B18,A
525,0,3,"Kassem, Mr. Fared",male,23,0,0,2700,78,,A
526,0,3,"Farrell, Mr. James",male,20,0,0,367232,55,,A
527,1,2,"Ridsdale, Miss. Lucy",female,50,0,0,565789,77,,B
528,0,1,"Farthing, Mr. John",male,23,0,0,453478,78,C95,B
529,0,3,"Salonen, Mr. Johan Werner",male,39,0,0,3101296,58,,I
530,0,2,"Hocking, Mr. Richard George",male,23,2,1,29104,59,,I
531,1,2,"Quick, Miss. Phyllis May",female,22,1,1,26360,67,,I
532,0,3,"Toufik, Mr. Nakli",male,18,0,0,2641,68,,B
533,0,3,"Elias, Mr. Joseph Jr",male,17,1,1,2690,69,,I
534,1,3,"Peter, Mrs. Catherine (Catherine Rizk)",female,19,0,2,2668,78,,A
535,0,3,"Cacic, Miss. Marija",female,30,0,0,315084,40,,B
536,1,2,"Hart, Miss. Eva Miriam",female,17,0,2,34234567,59,,I
537,0,1,"Butt, Major. Archibald Willingham",male,45,0,0,113050,67,B38,A
538,1,1,"LeRoy, Miss. Bertha",female,30,0,0,564889,89,,B
539,0,3,"Risien, Mr. Samuel Beard",male,16,0,0,364498,90,,I
540,1,1,"Frolicher, Miss. Hedwig Margaritha",female,22,0,2,13568,56,B39,I
541,1,1,"Crosby, Miss. Harriet R",female,36,0,2,2345789,78,B22,I
542,0,3,"Andersson, Miss. Ingeborg Constanzia",female,29,4,2,347082,78,,I
543,0,3,"Andersson, Miss. Sigrid Elisabeth",female,11,4,2,347082,67,,B
544,1,2,"Beane, Mr. Edward",male,32,1,0,2908,56,,I
545,0,1,"Douglas, Mr. Walter Donald",male,50,1,0,434567,78,C86,A
546,0,1,"Nicholson, Mr. Arthur Ernest",male,64,0,0,693,26,,B
547,1,2,"Beane, Mrs. Edward (Ethel Clarke)",female,19,1,0,2908,26,,I
548,1,2,"Padro y Manent, Mr. Julian",male,21,0,0,5699,77,,B
549,0,3,"Goldsmith, Mr. Frank John",male,33,1,1,363291,88,,I
550,1,2,"Davies, Master. John Morgan Jr",male,18,1,1,44688,44,,A
551,1,1,"Thayer, Mr. John Borland Jr",male,17,0,2,17421,55,C70,A
552,0,2,"Sharp, Mr. Percival James R",male,27,0,0,244358,77,,B
553,0,3,"O'Brien, Mr. Timothy",male,23,0,0,330979,88,,B
554,1,3,"Leeni, Mr. Fahim (""Philip Zenni"")",male,22,0,0,2620,99,,I
555,1,3,"Ohman, Miss. Velin",female,22,0,0,347085,88,,B
556,0,1,"Wright, Mr. George",male,62,0,0,113807,77,,I
557,1,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",female,48,1,0,11755,66,A16,A
558,0,1,"Robbins, Mr. Victor",male,20,0,0,34890,55,,B
559,1,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",female,39,1,1,110413,44,E67,I
560,1,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",female,36,1,0,345572,66,,A
561,0,3,"Morrow, Mr. Thomas Rowan",male,20,0,0,372622,77,,B
562,0,3,"Sivic, Mr. Husein",male,40,0,0,349251,90,,I
563,0,2,"Norman, Mr. Robert Douglas",male,28,0,0,218629,89,,A
564,0,3,"Simmons, Mr. John",male,21,0,0,457433,80,,A
565,0,3,"Meanwell, Miss. (Marion Ogden)",female,20,0,0,675333,70,,B
566,0,3,"Davies, Mr. Alfred J",male,24,2,0,657855,60,,I
567,0,3,"Stoytcheff, Mr. Ilia",male,19,0,0,349205,55,,A
568,0,3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",female,29,0,2,349909,78,,I
569,0,3,"Doharr, Mr. Tannous",male,26,0,0,2686,67,,A
570,1,3,"Jonsson, Mr. Carl",male,32,0,0,350417,89,,A
571,0,2,"Harris, Mr. George",male,62,0,0,468822,76,,A
572,1,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",female,53,2,0,11769,45,C101,B
573,1,1,"Flynn, Mr. John Irwin (""Irving"")",male,36,0,0,4468,78,E25,B
574,1,3,"Kelly, Miss. Mary",female,23,0,0,14312,67,,I
575,0,3,"Rush, Mr. Alfred George John",male,16,0,0,464356,56,,A
576,0,3,"Patchett, Mr. George",male,19,0,1,358585,99,,A
577,1,2,"Garside, Miss. Ethel",female,34,0,0,243880,77,,A
578,1,1,"Silvey, Mrs. William Baird (Alice Munger)",female,39,1,0,13507,55,E44,B
579,0,3,"Caram, Mrs. Joseph (Maria Elias)",female,23,1,0,2689,67,,B
580,1,3,"Jussila, Mr. Eiriik",male,32,0,1,907578,88,,I
581,1,2,"Christy, Miss. Julie Rachel",female,25,1,1,237789,65,,I
582,1,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",female,39,1,1,17421,55,C68,I
583,0,2,"Downton, Mr. William James",male,54,0,0,28403,67,,I
584,0,1,"Ross, Mr. John Hugo",male,36,0,0,13049,89,A10,A
585,0,3,"Paulner, Mr. Uscher",male,29,0,0,3411,67,,B
586,1,1,"Taussig, Miss. Ruth",female,18,0,2,110413,56,E68,I
587,0,2,"Jarvis, Mr. John Denzil",male,47,0,0,237565,45,,A
588,1,1,"Frolicher-Stehli, Mr. Maxmillian",male,60,1,1,13567,67,B41,A
589,0,3,"Gilinski, Mr. Eliezer",male,22,0,0,14973,88,,B
590,0,3,"Murdlin, Mr. Joseph",male,22,0,0,5788,88,,I
591,0,3,"Rintamaki, Mr. Matti",male,35,0,0,61242,66,,A
592,1,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",female,52,1,0,36947,76,D20,A
593,0,3,"Elsbury, Mr. William James",male,47,0,0,33487,56,,A
594,0,3,"Bourke, Miss. Mary",female,20,0,2,364848,78,,B
595,0,2,"Chapman, Mr. John Henry",male,37,1,0,545678,89,,B
596,0,3,"Van Impe, Mr. Jean Baptiste",male,36,1,1,345773,75,,I
597,1,2,"Leitch, Miss. Jessie Wills",female,34,0,0,248727,45,,I
598,0,3,"Johnson, Mr. Alfred",male,49,0,0,55632,65,,I
599,0,3,"Boulos, Mr. Hanna",male,45,0,0,2664,66,,I
600,1,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",male,49,1,0,653234,78,A20,A
601,1,2,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",female,24,2,1,243847,66,,B
602,0,3,"Slabenoff, Mr. Petco",male,34,0,0,349214,55,,I
603,0,1,"Harrington, Mr. Charles H",male,22,0,1,113796,44,,B
604,0,3,"Torber, Mr. Ernst William",male,44,0,0,364511,66,,B
605,1,1,"Homer, Mr. Harry (""Mr E Haven"")",male,35,0,0,111426,88,,I
606,0,3,"Lindell, Mr. Edvard Bengtsson",male,36,1,1,349910,88,,I
607,0,3,"Karaic, Mr. Milan",male,30,0,0,349246,66,,B
608,1,1,"Daniel, Mr. Robert Williams",male,27,0,0,113804,77,,B
609,1,2,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",female,22,1,2,434890,88,,B
610,1,1,"Shutes, Miss. Elizabeth W",female,40,0,0,124567,56,C125,I
611,0,3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",female,39,1,1,347082,45,,B
612,0,3,"Jardin, Mr. Jose Neto",male,23,0,0,348790,67,,B
613,1,3,"Murphy, Miss. Margaret Jane",female,24,1,0,367230,88,,I
614,0,3,"Horgan, Mr. John",male,25,0,1,370377,67,,A
615,0,3,"Brocklebank, Mr. William Alfred",male,35,0,0,364512,55,,A
616,1,2,"Herman, Miss. Alice",female,24,1,2,220845,66,,A
617,0,3,"Danbom, Mr. Ernst Gilbert",male,34,1,1,347080,78,,B
618,0,3,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",female,26,1,0,568889,56,,B
619,1,2,"Becker, Miss. Marion Louise",female,4,2,1,223555,45,F4,I
620,0,2,"Gavey, Mr. Lawrence",male,26,0,0,31028,78,,I
621,0,3,"Yasbeck, Mr. Antoni",male,27,1,0,2659,66,,I
622,1,1,"Kimball, Mr. Edwin Nelson Jr",male,42,1,0,11753,78,D19,B
623,1,3,"Nakid, Mr. Sahid",male,20,1,1,2653,66,,B
624,0,3,"Hansen, Mr. Henry Damsgaard",male,21,0,0,350029,88,,I
625,0,3,"Bowen, Mr. David John ""Dai""",male,21,0,0,54636,99,,I
626,0,1,"Sutton, Mr. Frederick",male,61,0,0,36963,88,D50,I
627,0,2,"Kirkland, Rev. Charles Leonard",male,57,0,0,219533,88,,B
628,1,1,"Longley, Miss. Gretchen Fiske",female,21,0,0,13502,66,D9,I
629,0,3,"Bostandyeff, Mr. Guentcho",male,26,0,0,349224,66,,A
630,0,3,"O'Connell, Mr. Patrick D",male,21,0,0,334912,77,,A
631,1,1,"Barkworth, Mr. Algernon Henry Wilson",male,80,0,0,27042,88,A23,A
632,0,3,"Lundahl, Mr. Johan Svensson",male,51,0,0,347743,99,,I
633,1,1,"Stahelin-Maeglin, Dr. Max",male,32,0,0,13214,77,B50,I
634,0,1,"Parr, Mr. William Henry Marsh",male,22,0,0,112052,77,,A
635,0,3,"Skoog, Miss. Mabel",female,29,3,2,347088,88,,B
636,1,2,"Davis, Miss. Mary",female,28,0,0,237668,98,,B
637,0,3,"Leinonen, Mr. Antti Gustaf",male,32,0,0,336890,76,,I
638,0,2,"Collyer, Mr. Harvey",male,31,1,1,334711,66,,B
639,0,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",female,41,0,5,3101295,77,,A
640,0,3,"Thorneycroft, Mr. Percival",male,22,1,0,376564,88,,A
641,0,3,"Jensen, Mr. Hans Peder",male,20,0,0,350050,77,,B
642,1,1,"Sagesser, Mlle. Emma",female,24,0,0,1111,67,B35,B
643,0,3,"Skoog, Miss. Margit Elizabeth",female,22,3,2,347088,89,,I
644,1,3,"Foo, Mr. Choong",male,23,0,0,1601,78,,I
645,1,3,"Baclini, Miss. Eugenie",female,17,2,1,2666,67,,A
646,1,1,"Harper, Mr. Henry Sleeper",male,48,1,0,3333,58,D33,A
647,0,3,"Cor, Mr. Liudevit",male,19,0,1,349231,89,,B
648,1,1,"Simonius-Blumer, Col. Oberst Alfons",male,56,0,0,13213,89,A26,B
649,0,3,"Willey, Mr. Edward",male,20,0,0,2221,70,,B
650,1,3,"Stanley, Miss. Amy Zillah Elsie",female,23,0,1,7778,56,,A
651,0,3,"Mitkoff, Mr. Mito",male,22,0,0,349221,57,,B
652,1,2,"Doling, Miss. Elsie",female,18,0,1,231919,68,,I
653,0,3,"Kalvik, Mr. Johannes Halvorsen",male,21,0,0,8475,68,,A
654,1,3,"O'Leary, Miss. Hanora ""Norah""",female,22,0,2,330919,78,,A
655,0,3,"Hegarty, Miss. Hanora ""Nora""",female,18,0,0,365226,89,,B
656,0,2,"Hickman, Mr. Leonard Mark",male,24,2,0,3324,67,,I
657,0,3,"Radeff, Mr. Alexander",male,20,0,0,349223,56,,A
658,0,3,"Bourke, Mrs. John (Catherine)",female,32,1,1,364849,57,,A
659,0,2,"Eitemiller, Mr. George Floyd",male,23,0,2,29751,58,,A
660,0,1,"Newell, Mr. Arthur Webster",male,58,0,2,35273,89,D48,B
661,1,1,"Frauenthal, Dr. Henry William",male,50,2,0,77776,90,,B
662,0,3,"Badt, Mr. Mohamed",male,40,0,0,2623,80,,I
663,0,1,"Colley, Mr. Edward Pomeroy",male,47,0,2,5727,78,E58,B
664,0,3,"Coleff, Mr. Peju",male,36,0,0,349210,67,,B
665,1,3,"Lindqvist, Mr. Eino William",male,20,1,0,33337,56,,B
666,0,2,"Hickman, Mr. Lewis",male,32,2,0,99995,68,,I
667,0,2,"Butler, Mr. Reginald Fenton",male,25,0,1,234686,89,,I
668,0,3,"Rommetvedt, Mr. Knud Paust",male,18,0,0,312993,67,,A
669,0,3,"Cook, Mr. Jacob",male,43,0,0,454545,56,,A
670,1,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",female,15,1,0,88889,67,C126,B
671,1,2,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",female,40,1,1,29750,89,,B
672,0,1,"Davidson, Mr. Thornton",male,31,1,0,33335,34,B71,I
